2.727047380316830459e-04,4.844374097034950854e-04,1.770638180783620601e-04,3.647347266129963555e-04,6.674729968786371559e-04,5.143341984339630264e-04,8.720935194933517650e-04,1.125057917040283174e-03,4.299819756184635605e-02,3.188428522930381384e-03,3.714876812094192117e-04,4.799955084910413074e-04,8.834927264678862175e-04,6.607499667168986691e-04,1.991250683863129284e-03,1.031850881089104192e-03,3.912544582441100888e-04,8.220469435558409865e-04,2.677507328909016753e-03
6.531222274171765742e-04,9.164254899504799354e-04,6.406666791412728634e-04,7.272611697149161539e-04,2.729761142994406066e-03,1.709695242872821472e-03,2.095056356576936903e-03,2.471581271204492496e-03,2.447546264056876114e-02,7.062937759827906357e-03,9.211902488542331267e-04,1.161962960454106328e-03,2.374323006077976896e-03,2.214584145823323812e-03,3.304158136008354067e-03,3.400134221438444373e-03,1.279566690801963369e-03,2.581339584936738572e-03,2.680728220115943111e-03
1.284116751232544998e-03,1.385120913752909810e-03,7.055864080948916640e-04,9.117551805432293341e-04,1.446782222197461575e-03,1.806267029657656177e-03,2.786321589208167523e-03,3.003537683909491239e-03,3.897880865138270753e-03,3.048777820852144414e-03,1.947769287469731199e-03,2.537630363966590728e-03,4.416258396896644185e-03,4.831773134117963407e-03,4.890013643729889184e-03,3.761423597295891850e-03,1.518627661733384492e-03,2.921891048436669417e-03,2.901406962514194252e-03
1.388550783184829495e-04,1.633189006037480146e-04,2.324252491419666312e-04,2.688073196405084278e-04,7.468490529579956865e-04,6.357552208328165521e-04,5.921449525056734706e-04,9.530002479019548944e-04,1.589867021967317088e-03,1.376462815715620656e-03,2.965235122382406819e-04,2.927851891548539399e-04,1.093520359349305689e-03,7.774097140225802753e-04,1.588471188948500446e-03,1.598387089656435863e-03,2.220224170767382140e-04,9.935233937051111096e-04,5.881736079013525145e-04
6.021136187187883343e-05,6.760146729000412796e-05,5.567568269842805415e-05,4.493985100209901449e-05,7.654205065866666042e-05,1.350043245934335766e-04,9.983766758633502139e-05,1.174689030723227945e-04,1.627166763326274408e-04,2.021630359603780627e-04,5.719483729757283660e-05,8.846254985840612929e-05,7.648618473358498218e-05,1.215787210480383278e-04,1.073504088792148086e-04,1.644451138547885411e-04,4.514311277871755571e-05,1.267343496812499220e-04,1.130030836058357440e-04
5.108974455526780020e-05,5.532073690086199158e-05,4.870496548025836337e-05,4.751235047225756076e-05,1.040281841818740580e-04,1.221784783228050514e-04,6.434274225693586188e-05,7.087326766924570637e-05,1.126644512750964107e-04,6.507967775801999980e-05,5.047615177118932808e-05,5.876758303005462944e-05,8.160152025142332875e-05,6.066711632782454360e-05,8.183303197289851835e-05,6.043374661061473151e-05,4.115351889376153320e-05,1.452958513339780964e-04,6.187635737198926230e-05
7.422284773994763918e-05,9.546743332270067801e-05,3.115414615775486480e-05,5.826604570762408105e-05,7.703656466186560407e-05,7.631426342784506365e-05,7.085174184641450151e-05,5.162538046103326442e-05,8.205968797077985383e-05,5.398391509974869134e-05,5.420351356349601963e-05,4.567767959279465354e-05,5.601771397365797565e-05,4.484680229563355118e-05,6.002699343578258196e-05,7.323331872173537312e-05,3.501840906955020865e-05,1.538834165795989722e-04,4.107387304284253280e-05
9.293224813535641625e-05,1.186650117969386461e-04,3.958363953273836178e-05,6.745692634745191105e-05,5.490778925239003420e-05,4.710658670888367159e-05,7.592349113731405722e-05,4.971880199159586908e-05,1.150649043285290209e-04,5.585625326317135517e-05,5.744559910771108291e-05,4.968240269067315481e-05,7.570963279368031907e-05,8.260158441378756327e-05,7.712459216204254763e-05,1.021982603241959289e-04,3.382764060121940918e-05,9.024217278574748243e-05,5.355882111606747838e-05
1.355318578631420823e-04,1.346836345560050157e-04,5.465411010573714527e-05,1.126279915649354836e-04,5.950231640356394672e-05,8.000979780718842191e-05,7.840226686379314766e-05,1.178976890545115958e-04,1.004800218536811506e-04,6.541253390212876896e-05,8.148495450543029653e-05,9.208334607966205847e-05,7.241571236197437130e-05,8.950126087489557463e-05,1.168609984824627832e-04,1.506512807270093653e-04,4.146800454108139512e-05,6.406046093749801580e-05,6.784563430352143535e-05
1.599435489760954953e-04,1.284362007408552551e-04,4.801714522363889154e-05,1.077954928912238687e-04,7.941631134502015910e-05,9.132747451904180505e-05,1.367986696167792485e-04,1.448507894501226481e-04,1.820613230778472889e-04,9.205006156569015571e-05,7.474414061989985382e-05,6.174700340508265661e-05,8.350650550404912500e-05,1.025140812756278037e-04,1.820621975278266210e-04,2.290563475837209984e-04,4.212375472903584240e-05,8.606808599481137283e-05,9.906103495590671887e-05
1.498849776861125194e-04,1.601262942074786560e-04,5.119474235831076046e-05,9.348682627150253202e-05,5.261889117752818599e-05,6.072960898916383979e-05,5.417131406533832501e-05,9.786695316414829166e-05,1.039701436666863311e-04,7.323646614348855650e-05,6.773545165393660963e-05,6.709553738539674123e-05,8.285524356281160773e-05,7.439731550239246736e-05,1.006713513877807422e-04,1.982486934144274025e-04,3.757712313029886754e-05,5.068873541025280889e-05,4.933021568055166245e-05
1.416017027045965936e-04,2.027802197126250534e-04,4.382361711443576207e-05,6.123680285660337776e-05,4.184238227094051201e-05,3.424965690503311975e-05,5.437997345485415555e-05,4.113644747001270397e-05,7.796609010136360419e-05,3.685050040997962231e-05,8.601836351609785415e-05,3.832568695535254347e-05,6.273382464819827629e-05,5.059261929052681151e-05,8.356852117140647017e-05,1.327252632599059952e-04,2.778259871633162841e-05,4.191806908999406197e-05,4.093972111672868330e-05
1.412328627369894120e-04,1.349974618273174995e-04,2.967802613690250705e-05,5.922720232725950027e-05,3.182009754766021323e-05,2.369545243914086277e-05,3.277997105539505544e-05,3.065772810192847491e-05,3.696336365773668722e-05,2.731202643257204512e-05,4.923286294982855767e-05,3.254436154885458798e-05,3.454672603645578667e-05,4.433714264324704652e-05,6.226174334016887021e-05,1.283723474704976026e-04,2.539759158977883708e-05,3.465700629285622063e-05,2.357597386772413805e-05
4.740485086238943163e-05,5.171462755368419576e-05,7.979369422393533661e-06,1.164399354005446982e-05,6.488413278747393593e-06,7.847365469914503806e-06,9.788243103077263717e-06,7.239901384728726019e-06,1.285178439942227999e-05,6.770223269184186061e-06,1.205208823788197791e-05,1.124068872274764990e-05,1.119339198856977831e-05,1.054252016854981815e-05,2.052409198056254238e-05,4.595500512330475112e-05,7.614302059816555054e-06,9.145995253722564644e-06,7.324828548214967174e-06
