1.167902989173450791e-03,1.068709615464399649e-03,1.307367342859264668e-03,1.395420142642422260e-03,6.623942268175495116e-04,1.426656045942566045e-03,7.133663608274980888e-04,6.047818902140502436e-04,3.678635282591551266e-03,2.932535051812057685e-03,1.351491334449765212e-03,1.041455122605051704e-03,8.892982410189993097e-04,1.082012873918919253e-03,1.337767061126761111e-03,1.708096128918374984e-03,3.012640886178448354e-03,1.974628614884298399e-03,1.386840537852915712e-03
4.818736612481801067e-03,5.872972026828981486e-03,4.798067161793699575e-03,5.521168189666165495e-03,2.769651009003199372e-03,2.911351175287170152e-03,4.170073051467666769e-03,2.670412555156675017e-03,9.169506994820593102e-03,7.296008965160944749e-03,4.975509888275180329e-03,4.100134231440467555e-03,4.927016216832060327e-03,3.305414903636755709e-03,6.702399262374699601e-03,5.063342966117968802e-03,5.318078042455878611e-03,5.181987266831964388e-03,2.705227228926443492e-03
2.124508525650072727e-03,2.175774131984316816e-03,1.965045447844899085e-03,2.376054432051583586e-03,1.941196573160468373e-03,1.293354045904557097e-03,1.184738586313416287e-03,1.255773399438168481e-03,2.545027808520338407e-03,2.188683531183349771e-03,1.747819418644677150e-03,2.157383661831079220e-03,2.031517375429650087e-03,2.341682182256677510e-03,1.819878614651134928e-03,2.555576337340333994e-03,2.231508245893683556e-03,2.666259855673289419e-03,9.574209659703221279e-04
4.493906324910869354e-04,7.039093568455647744e-04,4.573402124265364124e-04,6.464249565731361750e-04,2.609816002723912287e-04,4.370490857160118261e-04,7.125907593004683453e-04,5.958743146169189235e-04,7.936916283751556346e-04,6.601999872703544301e-04,3.699112577370871008e-04,8.907085710793693784e-04,6.168334192219596720e-04,1.153796651139766139e-03,1.103257005595312474e-03,1.147203296744877220e-03,7.061334290290377297e-04,5.430951207658899675e-04,5.568014789366783996e-04
4.233136145647915577e-04,4.427385185589538356e-04,3.817002053534742506e-04,5.408216539253710240e-04,2.027822612211251454e-04,2.411956252447766452e-04,2.303050477713578989e-04,2.728696447829890106e-04,5.824426201090625874e-04,5.485686510065764833e-04,3.443068855272754286e-04,3.338029665855144412e-04,3.358788152671501339e-04,4.726041533576753038e-04,4.279967445448255186e-04,5.699601617150880416e-04,6.347571531953515945e-04,4.343753776908327929e-04,2.406301689366628952e-04
4.880242354083856983e-04,5.346485923743304501e-04,8.229816824255393364e-04,7.439390722042925602e-04,3.296062319597571491e-04,3.982221077019665908e-04,3.457832914298791501e-04,3.813416007559139757e-04,4.589173848446854542e-04,4.780750191261223499e-04,4.322988771471334779e-04,4.714557791307058261e-04,4.590019995280393344e-04,5.562461965002772450e-04,4.514417099438919399e-04,5.756937419941485830e-04,9.167320819833964891e-04,4.278196090468137599e-04,2.511179103349978417e-04
2.445771036336270160e-04,2.360079770270777507e-04,3.258255897745020407e-04,2.989032699355116001e-04,1.698835482155459703e-04,2.161746292351618263e-04,2.480431442175182275e-04,2.260197125767404714e-04,4.005823193790002102e-04,2.536808758699146248e-04,2.919824915775644453e-04,2.908054315015878703e-04,3.106700707495146777e-04,3.004142569890370256e-04,3.388907773280927928e-04,2.776323579121281991e-04,2.500542306266234182e-04,2.261210440440957891e-04,1.980365106735931064e-04
9.458474948621611899e-05,1.313005893034251701e-04,1.789401823745818444e-04,2.177881387870333617e-04,9.395120135649004368e-05,1.334239726607679816e-04,1.133149287059342648e-04,1.712995531298281012e-04,1.972167984615720647e-04,1.445564976135887384e-04,1.577333919624518508e-04,2.155546475465073446e-04,1.749534569171071403e-04,2.314412848242074412e-04,1.790315691820240640e-04,2.184970183908549251e-04,1.365269200896311532e-04,8.750788834055312350e-05,9.438310619577910672e-05
1.018410645278314182e-04,1.105632853527754037e-04,1.324359562842935883e-04,1.700690130771419228e-04,8.740382513186595369e-05,1.257903153380594569e-04,1.431343998862598225e-04,1.214788172594086305e-04,2.215843321555217946e-04,9.845201645362262909e-05,1.441833979130956330e-04,2.647929604212873891e-04,2.018245440470417898e-04,4.156185854995556625e-04,2.783581901797266560e-04,2.052388006681805759e-04,1.443320021253558265e-04,9.555362074316955121e-05,9.263419406979366336e-05
8.729366843347475527e-05,1.010334905579568792e-04,9.544834694323645378e-05,1.447322860758858359e-04,8.536714338187609903e-05,1.102984860609012652e-04,1.511582176865756391e-04,2.451553303745425492e-04,2.559556008765287482e-04,2.627435103215253957e-04,1.336057135037141657e-04,1.770556517364022236e-04,2.465312036672937250e-04,4.270788856165625130e-04,3.068969619802542682e-04,5.894876635795585733e-04,1.102529627870977962e-04,7.689514495238936715e-05,1.579409142908015109e-04
6.990813927647310819e-05,7.479007539211717133e-05,6.686927839052097611e-05,7.732318364160159128e-05,6.694739976035754233e-05,9.288030503845070771e-05,1.733843572955752119e-04,1.272907686037897540e-04,2.555039543110208550e-04,1.760864292814728579e-04,1.145839401108685035e-04,1.280784759608090981e-04,1.522753206561426988e-04,1.994675130471420350e-04,3.804049381276098144e-04,2.472871741452001650e-04,5.676969237436953940e-05,6.795059791330005966e-05,1.344710429257991936e-04
4.506973117842275165e-05,5.337053600377161258e-05,3.966987301971017606e-05,5.408985231192515542e-05,4.348191670112364635e-05,4.910564972597887475e-05,4.967633956032072165e-05,1.036484055541346755e-04,1.189348979978483600e-04,9.393604152690598127e-05,5.192528488730100734e-05,5.905454052287213517e-05,6.636213580459360338e-05,8.451654678257105875e-05,7.838664381583174687e-05,1.342802811067439971e-04,4.415581812537342334e-05,3.255651081115000896e-05,5.047792571489225844e-05
2.998108843288417740e-05,3.815237304615061415e-05,2.472603687317248759e-05,3.498903744722965003e-05,1.885775108071152006e-05,1.977860548558924115e-05,2.489198011525907672e-05,4.330973968855705684e-05,5.268979258401056516e-05,5.141171058949504800e-05,3.242861593699827920e-05,5.371821580621925199e-05,2.537907456118162946e-05,4.301740320445574965e-05,4.281858479967364775e-05,8.514156018152226621e-05,2.498165314617923822e-05,1.778789770476129682e-05,2.069301608969629342e-05
6.503100103980712211e-06,1.141845006106911453e-05,4.287742666446482099e-06,1.317935676586225683e-05,4.042921287155515783e-06,4.180789127860221998e-06,4.970759342562954209e-06,6.216684585251497219e-06,8.207434679517169187e-06,1.054267958008073486e-05,8.850970794871730078e-06,1.636182997487726216e-05,9.170399155613042543e-06,1.000578812803929313e-05,7.998494593263987058e-06,1.009924768790494850e-05,4.673713809620560312e-06,3.076829675301612011e-06,5.324223092627506683e-06
